system,Benchmark,model,method,sample,pass_rate,problem
OLRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,0.52,OLRS
OLRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,0.52,OLRS
OLRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.84,OLRS
OPMS,TLBench,minimax-m3,SWE-Agent-Mini,sample1,1,OPMS
OPMS,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.88,OPMS
OPMS,TLBench,minimax-m3,SWE-Agent-Mini,sample3,0.88,OPMS
OPMS,TLBench,minimax-m3,SWE-Agent-Mini,sample4,0.88,OPMS
OPMS,TLBench,minimax-m3,SWE-Agent-Mini,sample5,0.88,OPMS
OPMS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,0.92,OPMS
OPMS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,0.92,OPMS
OPMS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,1,OPMS
OPMS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,1,OPMS
OPMS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0.92,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0.84,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0.68,OPMS
OPMS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.76,OPMS
OPMS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,0.84,OPMS
OPMS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.88,OPMS
OPRS,TLBench,minimax-m3,SWE-Agent-Mini,sample1,0.8485,OPRS
OPRS,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.8788,OPRS
OPRS,TLBench,minimax-m3,SWE-Agent-Mini,sample3,0.8485,OPRS
OPRS,TLBench,minimax-m3,SWE-Agent-Mini,sample4,0.8485,OPRS
OPRS,TLBench,minimax-m3,SWE-Agent-Mini,sample5,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0.7576,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0.8485,OPRS
OPRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0.8182,OPRS
OPRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.9394,OPRS
OPRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,0.7879,OPRS
OPRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0.7576,OPRS
OPRS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.8788,OPRS
ORS,TLBench,minimax-m3,SWE-Agent-Mini,sample1,0.8286,ORS
ORS,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.8286,ORS
ORS,TLBench,minimax-m3,SWE-Agent-Mini,sample3,0.7714,ORS
ORS,TLBench,minimax-m3,SWE-Agent-Mini,sample4,0.8286,ORS
ORS,TLBench,minimax-m3,SWE-Agent-Mini,sample5,0.7429,ORS
ORS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,0.8286,ORS
ORS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,0.8857,ORS
ORS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,0.6857,ORS
ORS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,0.8857,ORS
ORS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0.6286,ORS
ORS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.6571,ORS
ORS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0.7143,ORS
ORS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0.5429,ORS
ORS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0.5429,ORS
ORS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0.7143,ORS
ORS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0.7143,ORS
ORS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.7143,ORS
ORS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,0.8286,ORS
ORS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0.8286,ORS
ORS,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.7143,ORS
ORS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.8,ORS
ORS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,0.8857,ORS
ORS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.6286,ORS
ORS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,0.8857,ORS
ORS,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.6286,ORS
R2_EmployeeManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0.28,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.28,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.6,R2_EmployeeManagementSystem
R123_School,TLBench,minimax-m3,SWE-Agent-Mini,sample1,0.9655,R123_School
R123_School,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.7931,R123_School
R123_School,TLBench,minimax-m3,SWE-Agent-Mini,sample3,0.9655,R123_School
R123_School,TLBench,minimax-m3,SWE-Agent-Mini,sample4,0.9655,R123_School
R123_School,TLBench,minimax-m3,SWE-Agent-Mini,sample5,0.7931,R123_School
R123_School,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,0.9655,R123_School
R123_School,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,0.9655,R123_School
R123_School,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,0.8966,R123_School
R123_School,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,0.8966,R123_School
R123_School,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0.9655,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.7931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0.7931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0.7931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0.931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0.7931,R123_School
R123_School,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0.8966,R123_School
R123_School,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.931,R123_School
R123_School,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,0.7241,R123_School
R123_School,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0.931,R123_School
R123_School,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.931,R123_School
R123_School,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.9655,R123_School
R123_School,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,0.8621,R123_School
R123_School,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.9655,R123_School
R123_School,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,0.931,R123_School
R123_School,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.9655,R123_School
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,SWE-Agent-Mini,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,1,R12_RentedCarGalleryManagementSystem
R132_MunicipalLibrary,TLBench,minimax-m3,SWE-Agent-Mini,sample1,0.8,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,SWE-Agent-Mini,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,SWE-Agent-Mini,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,SWE-Agent-Mini,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,SWE-Agent-Mini,sample5,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.84,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.8,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,1,R132_MunicipalLibrary
R144_AirlineFlights,TLBench,minimax-m3,SWE-Agent-Mini,sample1,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.8333,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,SWE-Agent-Mini,sample3,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,SWE-Agent-Mini,sample4,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,SWE-Agent-Mini,sample5,0.8333,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,0.8333,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.9333,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0.8333,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0.9333,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.6667,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.7667,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,0.8333,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.7,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.8667,R144_AirlineFlights
R22_IPOApplication,TLBench,minimax-m3,SWE-Agent-Mini,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,SWE-Agent-Mini,sample3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,SWE-Agent-Mini,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,SWE-Agent-Mini,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample2,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample3,0.8846,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,SWE-Agent-Mini,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample1,0.8846,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample2,0.8846,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample3,0.8846,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample4,0.8846,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,SWE-Agent-Mini,sample5,0.8846,R22_IPOApplication
